"","item_definition","Age_Months","Percentage_Knowing"
"2873","broom","23",0.42
"2874","broom","24",0.49
"2875","broom","25",0.57
"2876","broom","26",0.59
"2877","broom","27",0.64
"2878","broom","28",0.79
"2879","broom","29",0.64
"2880","broom","30",0.69
"2881","brush","16",0.13
"2882","brush","17",0.15
"2883","brush","18",0.24
"2884","brush","19",0.33
"2885","brush","20",0.38
"2886","brush","21",0.39
"2887","brush","22",0.48
"2888","brush","23",0.58
"2889","brush","24",0.61
"2890","brush","25",0.7
"2891","brush","26",0.69
"2892","brush","27",0.72
"2893","brush","28",0.87
"2894","brush","29",0.76
"2895","brush","30",0.79
"2896","bucket","16",0.01
"2897","bucket","17",0.05
"2898","bucket","18",0.07
"2899","bucket","19",0.13
"2900","bucket","20",0.13
"2901","bucket","21",0.19
"2902","bucket","22",0.27
"2903","bucket","23",0.33
"2904","bucket","24",0.39
"2905","bucket","25",0.45
"2906","bucket","26",0.48
"2907","bucket","27",0.48
"2908","bucket","28",0.69
"2909","bucket","29",0.59
"2910","bucket","30",0.65
"2911","camera","16",0.02
"2912","camera","17",0.03
"2913","camera","18",0.05
"2914","camera","19",0.11
"2915","camera","20",0.14
"2916","camera","21",0.19
"2917","camera","22",0.25
"2918","camera","23",0.3
"2919","camera","24",0.35
"2920","camera","25",0.48
"2921","camera","26",0.48
"2922","camera","27",0.53
"2923","camera","28",0.71
"2924","camera","29",0.58
"2925","camera","30",0.69
"2926","clock","16",0.1
"2927","clock","17",0.11
"2928","clock","18",0.19
"2929","clock","19",0.29
"2930","clock","20",0.31
"2931","clock","21",0.34
"2932","clock","22",0.37
"2933","clock","23",0.46
"2934","clock","24",0.5
"2935","clock","25",0.59
"2936","clock","26",0.6
"2937","clock","27",0.6
"2938","clock","28",0.8
"2939","clock","29",0.66
"2940","clock","30",0.71
"2941","comb","16",0.04
"2942","comb","17",0.09
"2943","comb","18",0.1
"2944","comb","19",0.2
"2945","comb","20",0.22
"2946","comb","21",0.27
"2947","comb","22",0.29
"2948","comb","23",0.32
"2949","comb","24",0.4
"2950","comb","25",0.46
"2951","comb","26",0.52
"2952","comb","27",0.53
"2953","comb","28",0.73
"2954","comb","29",0.54
"2955","comb","30",0.62
"2956","cup","16",0.22
"2957","cup","17",0.25
"2958","cup","18",0.39
"2959","cup","19",0.48
"2960","cup","20",0.56
"2961","cup","21",0.61
"2962","cup","22",0.69
"2963","cup","23",0.71
"2964","cup","24",0.74
"2965","cup","25",0.86
"2966","cup","26",0.86
"2967","cup","27",0.89
"2968","cup","28",0.93
"2969","cup","29",0.87
"2970","cup","30",0.88
"2971","dish","16",0.01
"2972","dish","17",0.04
"2973","dish","18",0.06
"2974","dish","19",0.11
"2975","dish","20",0.13
"2976","dish","21",0.18
"2977","dish","22",0.19
"2978","dish","23",0.25
"2979","dish","24",0.3
"2980","dish","25",0.34
"2981","dish","26",0.37
"2982","dish","27",0.47
"2983","dish","28",0.63
"2984","dish","29",0.47
"2985","dish","30",0.54
"2986","fork","16",0.06
"2987","fork","17",0.13
"2988","fork","18",0.19
"2989","fork","19",0.33
"2990","fork","20",0.38
"2991","fork","21",0.42
"2992","fork","22",0.5
"2993","fork","23",0.63
"2994","fork","24",0.67
"2995","fork","25",0.74
"2996","fork","26",0.76
"2997","fork","27",0.79
"2998","fork","28",0.9
"2999","fork","29",0.78
"3000","fork","30",0.81
"3001","garbage","16",0.04
"3002","garbage","17",0.06
"3003","garbage","18",0.09
"3004","garbage","19",0.15
"3005","garbage","20",0.18
"3006","garbage","21",0.24
"3007","garbage","22",0.27
"3008","garbage","23",0.39
"3009","garbage","24",0.45
"3010","garbage","25",0.46
"3011","garbage","26",0.5
"3012","garbage","27",0.57
"3013","garbage","28",0.67
"3014","garbage","29",0.66
"3015","garbage","30",0.7
"3016","glass","16",0.03
"3017","glass","17",0.04
"3018","glass","18",0.07
"3019","glass","19",0.13
"3020","glass","20",0.15
"3021","glass","21",0.15
"3022","glass","22",0.24
"3023","glass","23",0.33
"3024","glass","24",0.37
"3025","glass","25",0.43
"3026","glass","26",0.47
"3027","glass","27",0.53
"3028","glass","28",0.7
"3029","glass","29",0.59
"3030","glass","30",0.66
"3031","glasses","16",0.05
"3032","glasses","17",0.1
"3033","glasses","18",0.14
"3034","glasses","19",0.25
"3035","glasses","20",0.26
"3036","glasses","21",0.3
"3037","glasses","22",0.37
"3038","glasses","23",0.47
"3039","glasses","24",0.52
"3040","glasses","25",0.62
"3041","glasses","26",0.63
"3042","glasses","27",0.62
"3043","glasses","28",0.84
"3044","glasses","29",0.69
"3045","glasses","30",0.72
"3046","hammer","16",0.01
"3047","hammer","17",0.05
"3048","hammer","18",0.07
"3049","hammer","19",0.12
"3050","hammer","20",0.14
"3051","hammer","21",0.17
"3052","hammer","22",0.22
"3053","hammer","23",0.3
"3054","hammer","24",0.35
"3055","hammer","25",0.4
"3056","hammer","26",0.44
"3057","hammer","27",0.49
"3058","hammer","28",0.69
"3059","hammer","29",0.55
"3060","hammer","30",0.6
"3061","jar","16",0.07
"3062","jar","17",0.08
"3063","jar","18",0.09
"3064","jar","19",0.14
"3065","jar","20",0.18
"3066","jar","21",0.18
"3067","jar","22",0.23
"3068","jar","23",0.26
"3069","jar","24",0.24
"3070","jar","25",0.26
"3071","jar","26",0.29
"3072","jar","27",0.33
"3073","jar","28",0.41
"3074","jar","29",0.41
"3075","jar","30",0.41
"3076","keys","16",0.14
"3077","keys","17",0.19
"3078","keys","18",0.29
"3079","keys","19",0.4
"3080","keys","20",0.39
"3081","keys","21",0.43
"3082","keys","22",0.46
"3083","keys","23",0.56
"3084","keys","24",0.64
"3085","keys","25",0.73
"3086","keys","26",0.73
"3087","keys","27",0.74
"3088","keys","28",0.92
"3089","keys","29",0.74
"3090","keys","30",0.8
"3091","knife","16",0.01
"3092","knife","17",0.03
"3093","knife","18",0.06
"3094","knife","19",0.12
"3095","knife","20",0.15
"3096","knife","21",0.18
"3097","knife","22",0.27
"3098","knife","23",0.38
"3099","knife","24",0.43
"3100","knife","25",0.45
"3101","knife","26",0.56
"3102","knife","27",0.55
"3103","knife","28",0.77
"3104","knife","29",0.64
"3105","knife","30",0.7
"3106","lamp","16",0.01
"3107","lamp","17",0.04
"3108","lamp","18",0.04
"3109","lamp","19",0.08
"3110","lamp","20",0.1
"3111","lamp","21",0.14
"3112","lamp","22",0.17
"3113","lamp","23",0.24
"3114","lamp","24",0.26
"3115","lamp","25",0.31
"3116","lamp","26",0.32
"3117","lamp","27",0.39
"3118","lamp","28",0.54
"3119","lamp","29",0.45
"3120","lamp","30",0.53
"3121","light","16",0.16
"3122","light","17",0.18
"3123","light","18",0.29
"3124","light","19",0.39
"3125","light","20",0.41
"3126","light","21",0.5
"3127","light","22",0.56
"3128","light","23",0.62
"3129","light","24",0.67
"3130","light","25",0.76
"3131","light","26",0.74
"3132","light","27",0.78
"3133","light","28",0.91
"3134","light","29",0.81
"3135","light","30",0.82
"3136","medicine","16",0.03
"3137","medicine","17",0.06
"3138","medicine","18",0.09
"3139","medicine","19",0.18
"3140","medicine","20",0.19
"3141","medicine","21",0.23
"3142","medicine","22",0.29
"3143","medicine","23",0.36
"3144","medicine","24",0.45
"3145","medicine","25",0.57
"3146","medicine","26",0.6
"3147","medicine","27",0.61
"3148","medicine","28",0.8
"3149","medicine","29",0.67
"3150","medicine","30",0.71
"3151","money","16",0.03
"3152","money","17",0.06
"3153","money","18",0.1
"3154","money","19",0.21
"3155","money","20",0.24
"3156","money","21",0.28
"3157","money","22",0.32
"3158","money","23",0.34
"3159","money","24",0.47
"3160","money","25",0.56
"3161","money","26",0.59
"3162","money","27",0.62
"3163","money","28",0.84
"3164","money","29",0.69
"3165","money","30",0.71
"3166","mop","16",0.01
"3167","mop","17",0.03
"3168","mop","18",0.03
"3169","mop","19",0.07
"3170","mop","20",0.08
"3171","mop","21",0.1
"3172","mop","22",0.14
"3173","mop","23",0.16
"3174","mop","24",0.19
"3175","mop","25",0.24
"3176","mop","26",0.25
"3177","mop","27",0.32
"3178","mop","28",0.48
"3179","mop","29",0.34
"3180","mop","30",0.41
"3181","nail","16",0
"3182","nail","17",0.03
"3183","nail","18",0.02
"3184","nail","19",0.06
"3185","nail","20",0.08
"3186","nail","21",0.08
"3187","nail","22",0.13
"3188","nail","23",0.19
"3189","nail","24",0.21
"3190","nail","25",0.28
"3191","nail","26",0.29
"3192","nail","27",0.35
"3193","nail","28",0.54
"3194","nail","29",0.45
"3195","nail","30",0.51
"3196","napkin","16",0.01
"3197","napkin","17",0.04
"3198","napkin","18",0.07
"3199","napkin","19",0.13
"3200","napkin","20",0.17
"3201","napkin","21",0.24
"3202","napkin","22",0.3
"3203","napkin","23",0.35
"3204","napkin","24",0.44
"3205","napkin","25",0.53
"3206","napkin","26",0.56
"3207","napkin","27",0.56
"3208","napkin","28",0.78
"3209","napkin","29",0.64
"3210","napkin","30",0.66
"3211","paper","16",0.06
"3212","paper","17",0.08
"3213","paper","18",0.14
"3214","paper","19",0.25
"3215","paper","20",0.29
"3216","paper","21",0.36
"3217","paper","22",0.39
"3218","paper","23",0.53
"3219","paper","24",0.58
"3220","paper","25",0.67
"3221","paper","26",0.69
"3222","paper","27",0.71
"3223","paper","28",0.88
"3224","paper","29",0.78
"3225","paper","30",0.81
"3226","penny","16",0.01
"3227","penny","17",0.03
"3228","penny","18",0.05
"3229","penny","19",0.08
"3230","penny","20",0.11
"3231","penny","21",0.13
"3232","penny","22",0.17
"3233","penny","23",0.18
"3234","penny","24",0.24
"3235","penny","25",0.34
"3236","penny","26",0.36
"3237","penny","27",0.38
"3238","penny","28",0.61
"3239","penny","29",0.36
"3240","penny","30",0.44
"3241","picture","16",0.03
"3242","picture","17",0.05
"3243","picture","18",0.11
"3244","picture","19",0.18
"3245","picture","20",0.2
"3246","picture","21",0.25
"3247","picture","22",0.33
"3248","picture","23",0.42
"3249","picture","24",0.48
"3250","picture","25",0.59
"3251","picture","26",0.63
"3252","picture","27",0.67
"3253","picture","28",0.82
"3254","picture","29",0.73
"3255","picture","30",0.78
"3256","pillow","16",0.05
"3257","pillow","17",0.1
"3258","pillow","18",0.15
"3259","pillow","19",0.28
"3260","pillow","20",0.3
"3261","pillow","21",0.38
"3262","pillow","22",0.44
"3263","pillow","23",0.53
"3264","pillow","24",0.59
"3265","pillow","25",0.68
"3266","pillow","26",0.73
"3267","pillow","27",0.75
"3268","pillow","28",0.9
"3269","pillow","29",0.8
"3270","pillow","30",0.81
"3271","plant","16",0.02
"3272","plant","17",0.06
"3273","plant","18",0.07
"3274","plant","19",0.11
"3275","plant","20",0.14
"3276","plant","21",0.18
"3277","plant","22",0.21
"3278","plant","23",0.31
"3279","plant","24",0.33
"3280","plant","25",0.39
"3281","plant","26",0.44
"3282","plant","27",0.48
"3283","plant","28",0.64
"3284","plant","29",0.53
"3285","plant","30",0.62
"3286","plate","16",0.02
"3287","plate","17",0.06
"3288","plate","18",0.1
"3289","plate","19",0.16
"3290","plate","20",0.23
"3291","plate","21",0.31
"3292","plate","22",0.38
"3293","plate","23",0.47
"3294","plate","24",0.51
"3295","plate","25",0.62
"3296","plate","26",0.61
"3297","plate","27",0.64
"3298","plate","28",0.81
"3299","plate","29",0.74
"3300","plate","30",0.76
"3301","purse","16",0.03
"3302","purse","17",0.07
"3303","purse","18",0.1
"3304","purse","19",0.18
"3305","purse","20",0.18
"3306","purse","21",0.21
"3307","purse","22",0.29
"3308","purse","23",0.32
"3309","purse","24",0.38
"3310","purse","25",0.48
"3311","purse","26",0.51
"3312","purse","27",0.54
"3313","purse","28",0.73
"3314","purse","29",0.54
"3315","purse","30",0.63
"3316","radio","16",0.01
"3317","radio","17",0.03
"3318","radio","18",0.04
"3319","radio","19",0.07
"3320","radio","20",0.11
"3321","radio","21",0.11
"3322","radio","22",0.2
"3323","radio","23",0.17
"3324","radio","24",0.2
"3325","radio","25",0.28
"3326","radio","26",0.3
"3327","radio","27",0.34
"3328","radio","28",0.59
"3329","radio","29",0.41
"3330","radio","30",0.47
"3331","scissors","16",0.01
"3332","scissors","17",0.03
"3333","scissors","18",0.03
"3334","scissors","19",0.1
"3335","scissors","20",0.11
"3336","scissors","21",0.15
"3337","scissors","22",0.22
"3338","scissors","23",0.28
"3339","scissors","24",0.35
"3340","scissors","25",0.45
"3341","scissors","26",0.48
"3342","scissors","27",0.5
"3343","scissors","28",0.73
"3344","scissors","29",0.65
"3345","scissors","30",0.7
"3346","soap","16",0.04
"3347","soap","17",0.07
"3348","soap","18",0.14
"3349","soap","19",0.26
"3350","soap","20",0.29
"3351","soap","21",0.4
"3352","soap","22",0.42
"3353","soap","23",0.52
"3354","soap","24",0.6
"3355","soap","25",0.7
"3356","soap","26",0.7
"3357","soap","27",0.72
"3358","soap","28",0.88
"3359","soap","29",0.79
"3360","soap","30",0.78
"3361","spoon","16",0.17
"3362","spoon","17",0.21
"3363","spoon","18",0.33
"3364","spoon","19",0.46
"3365","spoon","20",0.5
"3366","spoon","21",0.56
"3367","spoon","22",0.62
"3368","spoon","23",0.7
"3369","spoon","24",0.73
"3370","spoon","25",0.8
"3371","spoon","26",0.8
"3372","spoon","27",0.81
"3373","spoon","28",0.93
"3374","spoon","29",0.84
"3375","spoon","30",0.85
"3376","tape","16",0.01
"3377","tape","17",0.03
"3378","tape","18",0.05
"3379","tape","19",0.1
"3380","tape","20",0.11
"3381","tape","21",0.14
"3382","tape","22",0.2
"3383","tape","23",0.26
"3384","tape","24",0.33
"3385","tape","25",0.4
"3386","tape","26",0.41
"3387","tape","27",0.51
"3388","tape","28",0.69
"3389","tape","29",0.52
"3390","tape","30",0.62
"3391","telephone","16",0.1
"3392","telephone","17",0.17
"3393","telephone","18",0.22
"3394","telephone","19",0.36
"3395","telephone","20",0.4
"3396","telephone","21",0.52
"3397","telephone","22",0.57
"3398","telephone","23",0.64
"3399","telephone","24",0.68
"3400","telephone","25",0.77
"3401","telephone","26",0.77
"3402","telephone","27",0.78
"3403","telephone","28",0.92
"3404","telephone","29",0.86
"3405","telephone","30",0.85
"3406","tissue","16",0.02
"3407","tissue","17",0.05
"3408","tissue","18",0.08
"3409","tissue","19",0.14
"3410","tissue","20",0.2
"3411","tissue","21",0.27
"3412","tissue","22",0.29
"3413","tissue","23",0.38
"3414","tissue","24",0.45
"3415","tissue","25",0.55
"3416","tissue","26",0.56
"3417","tissue","27",0.58
"3418","tissue","28",0.79
"3419","tissue","29",0.63
"3420","tissue","30",0.69
"3421","toothbrush","16",0.11
"3422","toothbrush","17",0.14
"3423","toothbrush","18",0.23
"3424","toothbrush","19",0.36
"3425","toothbrush","20",0.37
"3426","toothbrush","21",0.43
"3427","toothbrush","22",0.52
"3428","toothbrush","23",0.64
"3429","toothbrush","24",0.65
"3430","toothbrush","25",0.74
"3431","toothbrush","26",0.75
"3432","toothbrush","27",0.76
"3433","toothbrush","28",0.91
"3434","toothbrush","29",0.81
"3435","toothbrush","30",0.83
"3436","towel","16",0.05
"3437","towel","17",0.09
"3438","towel","18",0.13
"3439","towel","19",0.24
"3440","towel","20",0.26
"3441","towel","21",0.32
"3442","towel","22",0.43
"3443","towel","23",0.49
"3444","towel","24",0.55
"3445","towel","25",0.66
"3446","towel","26",0.67
"3447","towel","27",0.69
"3448","towel","28",0.88
"3449","towel","29",0.76
"3450","towel","30",0.78
"3451","trash","16",0.05
"3452","trash","17",0.1
"3453","trash","18",0.15
"3454","trash","19",0.26
"3455","trash","20",0.3
"3456","trash","21",0.28
"3457","trash","22",0.41
"3458","trash","23",0.43
"3459","trash","24",0.44
"3460","trash","25",0.55
"3461","trash","26",0.52
"3462","trash","27",0.62
"3463","trash","28",0.75
"3464","trash","29",0.59
"3465","trash","30",0.63
"3466","tray","16",0
"3467","tray","17",0.02
"3468","tray","18",0.02
"3469","tray","19",0.05
"3470","tray","20",0.04
"3471","tray","21",0.06
"3472","tray","22",0.08
"3473","tray","23",0.12
"3474","tray","24",0.12
"3475","tray","25",0.13
"3476","tray","26",0.16
"3477","tray","27",0.2
"3478","tray","28",0.31
"3479","tray","29",0.22
"3480","tray","30",0.3
"3481","vacuum","16",0.04
"3482","vacuum","17",0.07
"3483","vacuum","18",0.13
"3484","vacuum","19",0.2
"3485","vacuum","20",0.24
"3486","vacuum","21",0.3
"3487","vacuum","22",0.34
"3488","vacuum","23",0.38
"3489","vacuum","24",0.46
"3490","vacuum","25",0.54
"3491","vacuum","26",0.58
"3492","vacuum","27",0.62
"3493","vacuum","28",0.77
"3494","vacuum","29",0.67
"3495","vacuum","30",0.69
"3496","walker","16",0
"3497","walker","17",0.02
"3498","walker","18",0.01
"3499","walker","19",0.02
"3500","walker","20",0.02
"3501","walker","21",0.03
"3502","walker","22",0.05
"3503","walker","23",0.07
"3504","walker","24",0.08
"3505","walker","25",0.09
"3506","walker","26",0.08
"3507","walker","27",0.16
"3508","walker","28",0.21
"3509","walker","29",0.18
"3510","walker","30",0.18
"3511","basement","16",0.01
"3512","basement","17",0.02
"3513","basement","18",0.02
"3514","basement","19",0.02
"3515","basement","20",0.04
"3516","basement","21",0.06
"3517","basement","22",0.11
"3518","basement","23",0.13
"3519","basement","24",0.14
"3520","basement","25",0.17
"3521","basement","26",0.18
"3522","basement","27",0.24
"3523","basement","28",0.28
"3524","basement","29",0.25
"3525","basement","30",0.23
"3526","bathroom","16",0.03
"3527","bathroom","17",0.07
"3528","bathroom","18",0.12
"3529","bathroom","19",0.21
"3530","bathroom","20",0.23
"3531","bathroom","21",0.27
"3532","bathroom","22",0.42
"3533","bathroom","23",0.46
"3534","bathroom","24",0.54
"3535","bathroom","25",0.65
"3536","bathroom","26",0.68
"3537","bathroom","27",0.69
"3538","bathroom","28",0.85
"3539","bathroom","29",0.78
"3540","bathroom","30",0.81
"3541","bathtub","16",0.11
"3542","bathtub","17",0.16
"3543","bathtub","18",0.24
"3544","bathtub","19",0.33
"3545","bathtub","20",0.36
"3546","bathtub","21",0.38
"3547","bathtub","22",0.51
"3548","bathtub","23",0.57
"3549","bathtub","24",0.6
"3550","bathtub","25",0.67
"3551","bathtub","26",0.71
"3552","bathtub","27",0.72
"3553","bathtub","28",0.87
"3554","bathtub","29",0.74
"3555","bathtub","30",0.76
"3556","bed","16",0.13
"3557","bed","17",0.21
"3558","bed","18",0.29
"3559","bed","19",0.4
"3560","bed","20",0.48
"3561","bed","21",0.56
"3562","bed","22",0.62
"3563","bed","23",0.71
"3564","bed","24",0.74
"3565","bed","25",0.84
"3566","bed","26",0.84
"3567","bed","27",0.88
"3568","bed","28",0.94
"3569","bed","29",0.88
"3570","bed","30",0.87
"3571","bedroom","16",0.01
"3572","bedroom","17",0.05
"3573","bedroom","18",0.07
"3574","bedroom","19",0.13
"3575","bedroom","20",0.15
"3576","bedroom","21",0.21
"3577","bedroom","22",0.27
"3578","bedroom","23",0.33
"3579","bedroom","24",0.43
"3580","bedroom","25",0.51
"3581","bedroom","26",0.54
"3582","bedroom","27",0.6
"3583","bedroom","28",0.77
"3584","bedroom","29",0.68
"3585","bedroom","30",0.72
"3586","bench","16",0
"3587","bench","17",0.03
"3588","bench","18",0.02
"3589","bench","19",0.04
"3590","bench","20",0.04
"3591","bench","21",0.05
"3592","bench","22",0.09
"3593","bench","23",0.14
"3594","bench","24",0.15
"3595","bench","25",0.16
"3596","bench","26",0.23
"3597","bench","27",0.26
"3598","bench","28",0.38
"3599","bench","29",0.31
"3600","bench","30",0.4
"3601","chair","16",0.12
"3602","chair","17",0.17
"3603","chair","18",0.28
"3604","chair","19",0.41
"3605","chair","20",0.44
"3606","chair","21",0.46
"3607","chair","22",0.58
"3608","chair","23",0.64
"3609","chair","24",0.72
"3610","chair","25",0.79
"3611","chair","26",0.79
"3612","chair","27",0.81
"3613","chair","28",0.93
"3614","chair","29",0.85
"3615","chair","30",0.86
"3616","closet","16",0
"3617","closet","17",0.03
"3618","closet","18",0.04
"3619","closet","19",0.09
"3620","closet","20",0.08
"3621","closet","21",0.15
"3622","closet","22",0.21
"3623","closet","23",0.24
"3624","closet","24",0.34
"3625","closet","25",0.42
"3626","closet","26",0.45
"3627","closet","27",0.54
"3628","closet","28",0.71
